id,title,kind_id,imdb_id
93,100000000000000000000000000000000000000000000000000000000092,932,661
94,100000000000000000000000000000000000000000000000000000000093,713,329
95,100000000000000000000000000000000000000000000000000000000094,482,402
96,100000000000000000000000000000000000000000000000000000000095,401,670
97,100000000000000000000000000000000000000000000000000000000096,116,324
98,100000000000000000000000000000000000000000000000000000000097,443,955
99,100000000000000000000000000000000000000000000000000000000098,322,316
100,100000000000000000000000000000000000000000000000000000000099,780,835
101,100000000000000000000000000000000000000000000000000000000100,916,563
102,100000000000000000000000000000000000000000000000000000000101,166,804
103,100000000000000000000000000000000000000000000000000000000102,233,604
104,100000000000000000000000000000000000000000000000000000000103,904,303
105,100000000000000000000000000000000000000000000000000000000104,578,415
106,100000000000000000000000000000000000000000000000000000000105,275,671
107,100000000000000000000000000000000000000000000000000000000106,324,268
108,100000000000000000000000000000000000000000000000000000000107,10,198
109,100000000000000000000000000000000000000000000000000000000108,827,996
110,100000000000000000000000000000000000000000000000000000000109,100,891
111,100000000000000000000000000000000000000000000000000000000110,430,708
112,100000000000000000000000000000000000000000000000000000000111,811,456
113,100000000000000000000000000000000000000000000000000000000112,999,372
114,100000000000000000000000000000000000000000000000000000000113,28,435
115,100000000000000000000000000000000000000000000000000000000114,801,457
116,100000000000000000000000000000000000000000000000000000000115,188,522
117,100000000000000000000000000000000000000000000000000000000116,216,651
118,100000000000000000000000000000000000000000000000000000000117,369,269
119,100000000000000000000000000000000000000000000000000000000118,23,680
120,100000000000000000000000000000000000000000000000000000000119,9,528
121,100000000000000000000000000000000000000000000000000000000120,732,194
122,100000000000000000000000000000000000000000000000000000000121,709,101
123,100000000000000000000000000000000000000000000000000000000122,692,149
124,100000000000000000000000000000000000000000000000000000000123,132,697
125,100000000000000000000000000000000000000000000000000000000124,871,986
126,100000000000000000000000000000000000000000000000000000000125,833,512
127,100000000000000000000000000000000000000000000000000000000126,473,134
128,100000000000000000000000000000000000000000000000000000000127,805,846
129,100000000000000000000000000000000000000000000000000000000128,181,479
130,100000000000000000000000000000000000000000000000000000000129,429,214
131,100000000000000000000000000000000000000000000000000000000130,176,356
132,100000000000000000000000000000000000000000000000000000000131,164,532
133,100000000000000000000000000000000000000000000000000000000132,3,976
134,100000000000000000000000000000000000000000000000000000000133,447,158
135,100000000000000000000000000000000000000000000000000000000134,320,893
136,100000000000000000000000000000000000000000000000000000000135,136,67
137,100000000000000000000000000000000000000000000000000000000136,841,442
138,100000000000000000000000000000000000000000000000000000000137,10,494
139,100000000000000000000000000000000000000000000000000000000138,807,827
140,100000000000000000000000000000000000000000000000000000000139,177,491
141,100000000000000000000000000000000000000000000000000000000140,180,559
142,100000000000000000000000000000000000000000000000000000000141,888,469
143,100000000000000000000000000000000000000000000000000000000142,451,764
144,100000000000000000000000000000000000000000000000000000000143,276,606
145,100000000000000000000000000000000000000000000000000000000144,444,457
146,100000000000000000000000000000000000000000000000000000000145,142,133
147,100000000000000000000000000000000000000000000000000000000146,162,380
148,100000000000000000000000000000000000000000000000000000000147,101,852
149,100000000000000000000000000000000000000000000000000000000148,8,642
150,100000000000000000000000000000000000000000000000000000000149,689,840
151,100000000000000000000000000000000000000000000000000000000150,137,538
152,100000000000000000000000000000000000000000000000000000000151,16,931
153,100000000000000000000000000000000000000000000000000000000152,873,975
154,100000000000000000000000000000000000000000000000000000000153,146,435
155,100000000000000000000000000000000000000000000000000000000154,419,817
156,100000000000000000000000000000000000000000000000000000000155,658,586
157,100000000000000000000000000000000000000000000000000000000156,963,957
158,100000000000000000000000000000000000000000000000000000000157,13,313
159,100000000000000000000000000000000000000000000000000000000158,590,287
160,100000000000000000000000000000000000000000000000000000000159,755,171
161,100000000000000000000000000000000000000000000000000000000160,93,188
162,100000000000000000000000000000000000000000000000000000000161,720,75
163,100000000000000000000000000000000000000000000000000000000162,540,956
164,100000000000000000000000000000000000000000000000000000000163,970,959
165,100000000000000000000000000000000000000000000000000000000164,824,383
166,100000000000000000000000000000000000000000000000000000000165,290,392
167,100000000000000000000000000000000000000000000000000000000166,312,52
168,100000000000000000000000000000000000000000000000000000000167,694,882
169,100000000000000000000000000000000000000000000000000000000168,486,665
170,100000000000000000000000000000000000000000000000000000000169,312,944
171,100000000000000000000000000000000000000000000000000000000170,613,111
172,100000000000000000000000000000000000000000000000000000000171,791,925
173,100000000000000000000000000000000000000000000000000000000172,344,54
174,100000000000000000000000000000000000000000000000000000000173,165,472
175,100000000000000000000000000000000000000000000000000000000174,791,79
176,100000000000000000000000000000000000000000000000000000000175,698,77
177,100000000000000000000000000000000000000000000000000000000176,376,207
178,100000000000000000000000000000000000000000000000000000000177,538,859
179,100000000000000000000000000000000000000000000000000000000178,57,212
180,100000000000000000000000000000000000000000000000000000000179,996,640
181,100000000000000000000000000000000000000000000000000000000180,300,322
182,100000000000000000000000000000000000000000000000000000000181,69,373
183,100000000000000000000000000000000000000000000000000000000182,719,138
184,100000000000000000000000000000000000000000000000000000000183,152,715
185,100000000000000000000000000000000000000000000000000000000184,7,961
186,100000000000000000000000000000000000000000000000000000000185,607,967
187,100000000000000000000000000000000000000000000000000000000186,806,603
188,100000000000000000000000000000000000000000000000000000000187,699,706
189,100000000000000000000000000000000000000000000000000000000188,726,555
190,100000000000000000000000000000000000000000000000000000000189,842,449
191,100000000000000000000000000000000000000000000000000000000190,901,431
192,100000000000000000000000000000000000000000000000000000000191,291,87
193,100000000000000000000000000000000000000000000000000000000192,855,354
194,100000000000000000000000000000000000000000000000000000000193,243,728
195,100000000000000000000000000000000000000000000000000000000194,797,197
196,100000000000000000000000000000000000000000000000000000000195,12,209
197,100000000000000000000000000000000000000000000000000000000196,35,794
198,100000000000000000000000000000000000000000000000000000000197,39,63
199,100000000000000000000000000000000000000000000000000000000198,360,78
200,100000000000000000000000000000000000000000000000000000000199,963,231
201,100000000000000000000000000000000000000000000000000000000200,623,179
202,100000000000000000000000000000000000000000000000000000000201,704,769
203,100000000000000000000000000000000000000000000000000000000202,886,210
204,100000000000000000000000000000000000000000000000000000000203,82,632
205,100000000000000000000000000000000000000000000000000000000204,445,136
206,100000000000000000000000000000000000000000000000000000000205,794,72
207,100000000000000000000000000000000000000000000000000000000206,208,102
208,100000000000000000000000000000000000000000000000000000000207,947,583
209,100000000000000000000000000000000000000000000000000000000208,713,874
210,100000000000000000000000000000000000000000000000000000000209,191,69
211,100000000000000000000000000000000000000000000000000000000210,750,316
212,100000000000000000000000000000000000000000000000000000000211,305,634
213,100000000000000000000000000000000000000000000000000000000212,345,261
214,100000000000000000000000000000000000000000000000000000000213,87,824
215,100000000000000000000000000000000000000000000000000000000214,420,179
216,100000000000000000000000000000000000000000000000000000000215,338,858
217,100000000000000000000000000000000000000000000000000000000216,2,500
218,100000000000000000000000000000000000000000000000000000000217,801,609
219,100000000000000000000000000000000000000000000000000000000218,760,803
220,100000000000000000000000000000000000000000000000000000000219,185,96
221,100000000000000000000000000000000000000000000000000000000220,902,435
222,100000000000000000000000000000000000000000000000000000000221,662,468
223,100000000000000000000000000000000000000000000000000000000222,601,973
224,100000000000000000000000000000000000000000000000000000000223,934,111
225,100000000000000000000000000000000000000000000000000000000224,155,347
226,100000000000000000000000000000000000000000000000000000000225,101,645
227,100000000000000000000000000000000000000000000000000000000226,693,906
228,100000000000000000000000000000000000000000000000000000000227,66,493
229,100000000000000000000000000000000000000000000000000000000228,860,308
230,100000000000000000000000000000000000000000000000000000000229,35,998
231,100000000000000000000000000000000000000000000000000000000230,628,377
232,100000000000000000000000000000000000000000000000000000000231,302,110
233,100000000000000000000000000000000000000000000000000000000232,712,110
234,100000000000000000000000000000000000000000000000000000000233,127,437
235,100000000000000000000000000000000000000000000000000000000234,663,310
236,100000000000000000000000000000000000000000000000000000000235,192,388
237,100000000000000000000000000000000000000000000000000000000236,544,859
238,100000000000000000000000000000000000000000000000000000000237,624,214
239,100000000000000000000000000000000000000000000000000000000238,311,138
240,100000000000000000000000000000000000000000000000000000000239,569,836
241,100000000000000000000000000000000000000000000000000000000240,986,20
242,100000000000000000000000000000000000000000000000000000000241,710,955
243,100000000000000000000000000000000000000000000000000000000242,788,806
244,100000000000000000000000000000000000000000000000000000000243,869,32
245,100000000000000000000000000000000000000000000000000000000244,516,987
246,100000000000000000000000000000000000000000000000000000000245,632,969
247,100000000000000000000000000000000000000000000000000000000246,419,936
248,100000000000000000000000000000000000000000000000000000000247,685,121
249,100000000000000000000000000000000000000000000000000000000248,779,524
250,100000000000000000000000000000000000000000000000000000000249,238,836
251,100000000000000000000000000000000000000000000000000000000250,21,560
252,100000000000000000000000000000000000000000000000000000000251,981,353
253,100000000000000000000000000000000000000000000000000000000252,213,311
254,100000000000000000000000000000000000000000000000000000000253,366,280
255,100000000000000000000000000000000000000000000000000000000254,851,621
256,100000000000000000000000000000000000000000000000000000000255,491,431
257,100000000000000000000000000000000000000000000000000000000256,906,185
258,100000000000000000000000000000000000000000000000000000000257,462,768
259,100000000000000000000000000000000000000000000000000000000258,63,881
260,100000000000000000000000000000000000000000000000000000000259,863,818
261,100000000000000000000000000000000000000000000000000000000260,950,310
262,100000000000000000000000000000000000000000000000000000000261,61,184
263,100000000000000000000000000000000000000000000000000000000262,546,968
264,100000000000000000000000000000000000000000000000000000000263,401,282
265,100000000000000000000000000000000000000000000000000000000264,52,541
266,100000000000000000000000000000000000000000000000000000000265,65,802
267,100000000000000000000000000000000000000000000000000000000266,426,690
268,100000000000000000000000000000000000000000000000000000000267,310,983
269,100000000000000000000000000000000000000000000000000000000268,221,757
270,100000000000000000000000000000000000000000000000000000000269,932,159
271,100000000000000000000000000000000000000000000000000000000270,908,426
272,100000000000000000000000000000000000000000000000000000000271,317,884
273,100000000000000000000000000000000000000000000000000000000272,267,554
274,100000000000000000000000000000000000000000000000000000000273,417,42
275,100000000000000000000000000000000000000000000000000000000274,63,538
276,100000000000000000000000000000000000000000000000000000000275,60,109
277,100000000000000000000000000000000000000000000000000000000276,187,497
278,100000000000000000000000000000000000000000000000000000000277,615,168
279,100000000000000000000000000000000000000000000000000000000278,403,822
280,100000000000000000000000000000000000000000000000000000000279,770,848
281,100000000000000000000000000000000000000000000000000000000280,343,563
282,100000000000000000000000000000000000000000000000000000000281,21,644
283,100000000000000000000000000000000000000000000000000000000282,575,241
284,100000000000000000000000000000000000000000000000000000000283,545,935
285,100000000000000000000000000000000000000000000000000000000284,64,813
286,100000000000000000000000000000000000000000000000000000000285,500,661
287,100000000000000000000000000000000000000000000000000000000286,887,159
288,100000000000000000000000000000000000000000000000000000000287,77,25
289,100000000000000000000000000000000000000000000000000000000288,889,106
290,100000000000000000000000000000000000000000000000000000000289,971,176
291,100000000000000000000000000000000000000000000000000000000290,466,132
292,100000000000000000000000000000000000000000000000000000000291,19,358
293,100000000000000000000000000000000000000000000000000000000292,847,775
294,100000000000000000000000000000000000000000000000000000000293,272,664
295,100000000000000000000000000000000000000000000000000000000294,174,905
296,100000000000000000000000000000000000000000000000000000000295,345,717
297,100000000000000000000000000000000000000000000000000000000296,150,494
298,100000000000000000000000000000000000000000000000000000000297,993,116
299,100000000000000000000000000000000000000000000000000000000298,930,872
300,100000000000000000000000000000000000000000000000000000000299,662,290
301,100000000000000000000000000000000000000000000000000000000300,60,52
302,100000000000000000000000000000000000000000000000000000000301,844,811
303,100000000000000000000000000000000000000000000000000000000302,943,65
304,100000000000000000000000000000000000000000000000000000000303,37,155
305,100000000000000000000000000000000000000000000000000000000304,621,868
306,100000000000000000000000000000000000000000000000000000000305,917,114
307,100000000000000000000000000000000000000000000000000000000306,486,168
308,100000000000000000000000000000000000000000000000000000000307,673,151
309,100000000000000000000000000000000000000000000000000000000308,584,941
310,100000000000000000000000000000000000000000000000000000000309,916,511
311,100000000000000000000000000000000000000000000000000000000310,982,431
312,100000000000000000000000000000000000000000000000000000000311,183,518
313,100000000000000000000000000000000000000000000000000000000312,582,793
314,100000000000000000000000000000000000000000000000000000000313,757,14
315,100000000000000000000000000000000000000000000000000000000314,374,955
316,100000000000000000000000000000000000000000000000000000000315,458,325
317,100000000000000000000000000000000000000000000000000000000316,757,750
318,100000000000000000000000000000000000000000000000000000000317,302,960
319,100000000000000000000000000000000000000000000000000000000318,445,159
320,100000000000000000000000000000000000000000000000000000000319,239,903
321,100000000000000000000000000000000000000000000000000000000320,333,749
322,100000000000000000000000000000000000000000000000000000000321,884,149
323,100000000000000000000000000000000000000000000000000000000322,802,533
324,100000000000000000000000000000000000000000000000000000000323,356,251
325,100000000000000000000000000000000000000000000000000000000324,465,949
326,100000000000000000000000000000000000000000000000000000000325,82,435
327,100000000000000000000000000000000000000000000000000000000326,293,755
328,100000000000000000000000000000000000000000000000000000000327,311,176
329,100000000000000000000000000000000000000000000000000000000328,998,275
330,100000000000000000000000000000000000000000000000000000000329,56,395
331,100000000000000000000000000000000000000000000000000000000330,229,786
332,100000000000000000000000000000000000000000000000000000000331,914,312
333,100000000000000000000000000000000000000000000000000000000332,826,785
334,100000000000000000000000000000000000000000000000000000000333,945,461
335,100000000000000000000000000000000000000000000000000000000334,994,900
336,100000000000000000000000000000000000000000000000000000000335,97,759
337,100000000000000000000000000000000000000000000000000000000336,916,151
338,100000000000000000000000000000000000000000000000000000000337,668,703
339,100000000000000000000000000000000000000000000000000000000338,660,308
340,100000000000000000000000000000000000000000000000000000000339,596,912
341,100000000000000000000000000000000000000000000000000000000340,278,906
342,100000000000000000000000000000000000000000000000000000000341,958,786
343,100000000000000000000000000000000000000000000000000000000342,327,518
344,100000000000000000000000000000000000000000000000000000000343,763,809
345,100000000000000000000000000000000000000000000000000000000344,821,998
346,100000000000000000000000000000000000000000000000000000000345,82,106
347,100000000000000000000000000000000000000000000000000000000346,533,571
348,100000000000000000000000000000000000000000000000000000000347,960,494
349,100000000000000000000000000000000000000000000000000000000348,957,726
350,100000000000000000000000000000000000000000000000000000000349,123,744
351,100000000000000000000000000000000000000000000000000000000350,563,169
352,100000000000000000000000000000000000000000000000000000000351,157,323
353,100000000000000000000000000000000000000000000000000000000352,203,511
354,100000000000000000000000000000000000000000000000000000000353,711,378
355,100000000000000000000000000000000000000000000000000000000354,366,955
356,100000000000000000000000000000000000000000000000000000000355,354,723
357,100000000000000000000000000000000000000000000000000000000356,718,361
358,100000000000000000000000000000000000000000000000000000000357,395,784
359,100000000000000000000000000000000000000000000000000000000358,416,523
360,100000000000000000000000000000000000000000000000000000000359,8,272
361,100000000000000000000000000000000000000000000000000000000360,918,193
362,100000000000000000000000000000000000000000000000000000000361,802,272
363,100000000000000000000000000000000000000000000000000000000362,789,125
364,100000000000000000000000000000000000000000000000000000000363,454,310
365,100000000000000000000000000000000000000000000000000000000364,207,602
366,100000000000000000000000000000000000000000000000000000000365,746,625
367,100000000000000000000000000000000000000000000000000000000366,206,180
368,100000000000000000000000000000000000000000000000000000000367,670,244
369,100000000000000000000000000000000000000000000000000000000368,924,642
370,100000000000000000000000000000000000000000000000000000000369,733,311
371,100000000000000000000000000000000000000000000000000000000370,990,237
372,100000000000000000000000000000000000000000000000000000000371,117,649
373,100000000000000000000000000000000000000000000000000000000372,611,742
374,100000000000000000000000000000000000000000000000000000000373,676,685
375,100000000000000000000000000000000000000000000000000000000374,319,98
376,100000000000000000000000000000000000000000000000000000000375,1000,410
377,100000000000000000000000000000000000000000000000000000000376,573,336
378,100000000000000000000000000000000000000000000000000000000377,542,313
379,100000000000000000000000000000000000000000000000000000000378,769,159
380,100000000000000000000000000000000000000000000000000000000379,977,144
381,100000000000000000000000000000000000000000000000000000000380,704,349
382,100000000000000000000000000000000000000000000000000000000381,877,385
383,100000000000000000000000000000000000000000000000000000000382,143,266
384,100000000000000000000000000000000000000000000000000000000383,749,684
385,100000000000000000000000000000000000000000000000000000000384,112,898
386,100000000000000000000000000000000000000000000000000000000385,628,457
387,100000000000000000000000000000000000000000000000000000000386,907,525
388,100000000000000000000000000000000000000000000000000000000387,955,691
389,100000000000000000000000000000000000000000000000000000000388,12,506
390,100000000000000000000000000000000000000000000000000000000389,432,676
391,100000000000000000000000000000000000000000000000000000000390,357,842
392,100000000000000000000000000000000000000000000000000000000391,746,661
393,100000000000000000000000000000000000000000000000000000000392,140,71
394,100000000000000000000000000000000000000000000000000000000393,436,695
395,100000000000000000000000000000000000000000000000000000000394,236,586
396,100000000000000000000000000000000000000000000000000000000395,201,487
397,100000000000000000000000000000000000000000000000000000000396,738,872
398,100000000000000000000000000000000000000000000000000000000397,260,277
399,100000000000000000000000000000000000000000000000000000000398,833,446
400,100000000000000000000000000000000000000000000000000000000399,407,800
401,100000000000000000000000000000000000000000000000000000000400,99,418
402,100000000000000000000000000000000000000000000000000000000401,143,842
403,100000000000000000000000000000000000000000000000000000000402,579,817
404,100000000000000000000000000000000000000000000000000000000403,219,576
405,100000000000000000000000000000000000000000000000000000000404,160,596
406,100000000000000000000000000000000000000000000000000000000405,96,956
407,100000000000000000000000000000000000000000000000000000000406,289,372
408,100000000000000000000000000000000000000000000000000000000407,357,361
409,100000000000000000000000000000000000000000000000000000000408,124,108
410,100000000000000000000000000000000000000000000000000000000409,605,427
411,100000000000000000000000000000000000000000000000000000000410,792,140
412,100000000000000000000000000000000000000000000000000000000411,581,232
413,100000000000000000000000000000000000000000000000000000000412,879,215
414,100000000000000000000000000000000000000000000000000000000413,613,783
415,100000000000000000000000000000000000000000000000000000000414,652,388
416,100000000000000000000000000000000000000000000000000000000415,440,179
417,100000000000000000000000000000000000000000000000000000000416,424,757
418,100000000000000000000000000000000000000000000000000000000417,10,463
419,100000000000000000000000000000000000000000000000000000000418,512,844
420,100000000000000000000000000000000000000000000000000000000419,918,515
421,100000000000000000000000000000000000000000000000000000000420,93,914
422,100000000000000000000000000000000000000000000000000000000421,808,118
423,100000000000000000000000000000000000000000000000000000000422,296,56
424,100000000000000000000000000000000000000000000000000000000423,682,975
425,100000000000000000000000000000000000000000000000000000000424,664,209
426,100000000000000000000000000000000000000000000000000000000425,223,883
427,100000000000000000000000000000000000000000000000000000000426,828,474
428,100000000000000000000000000000000000000000000000000000000427,180,467
429,100000000000000000000000000000000000000000000000000000000428,464,14
430,100000000000000000000000000000000000000000000000000000000429,46,100
431,100000000000000000000000000000000000000000000000000000000430,177,898
432,100000000000000000000000000000000000000000000000000000000431,269,947
433,100000000000000000000000000000000000000000000000000000000432,57,231
434,100000000000000000000000000000000000000000000000000000000433,429,864
435,100000000000000000000000000000000000000000000000000000000434,438,115
436,100000000000000000000000000000000000000000000000000000000435,771,22
437,100000000000000000000000000000000000000000000000000000000436,401,817
438,100000000000000000000000000000000000000000000000000000000437,571,145
439,100000000000000000000000000000000000000000000000000000000438,414,853
440,100000000000000000000000000000000000000000000000000000000439,796,87
441,100000000000000000000000000000000000000000000000000000000440,99,218
442,100000000000000000000000000000000000000000000000000000000441,990,79
443,100000000000000000000000000000000000000000000000000000000442,140,405
444,100000000000000000000000000000000000000000000000000000000443,311,153
445,100000000000000000000000000000000000000000000000000000000444,89,125
446,100000000000000000000000000000000000000000000000000000000445,316,103
447,100000000000000000000000000000000000000000000000000000000446,640,146
448,100000000000000000000000000000000000000000000000000000000447,114,118
449,100000000000000000000000000000000000000000000000000000000448,563,492
450,100000000000000000000000000000000000000000000000000000000449,983,898
451,100000000000000000000000000000000000000000000000000000000450,489,155
452,100000000000000000000000000000000000000000000000000000000451,43,358
453,100000000000000000000000000000000000000000000000000000000452,820,444
454,100000000000000000000000000000000000000000000000000000000453,684,806
455,100000000000000000000000000000000000000000000000000000000454,660,324
456,100000000000000000000000000000000000000000000000000000000455,978,871
457,100000000000000000000000000000000000000000000000000000000456,922,227
458,100000000000000000000000000000000000000000000000000000000457,585,198
459,100000000000000000000000000000000000000000000000000000000458,338,882
460,100000000000000000000000000000000000000000000000000000000459,638,977
461,100000000000000000000000000000000000000000000000000000000460,342,423
462,100000000000000000000000000000000000000000000000000000000461,95,480
463,100000000000000000000000000000000000000000000000000000000462,786,944
464,100000000000000000000000000000000000000000000000000000000463,290,623
465,100000000000000000000000000000000000000000000000000000000464,949,639
466,100000000000000000000000000000000000000000000000000000000465,868,174
467,100000000000000000000000000000000000000000000000000000000466,1,122
468,100000000000000000000000000000000000000000000000000000000467,954,446
469,100000000000000000000000000000000000000000000000000000000468,81,235
470,100000000000000000000000000000000000000000000000000000000469,406,223
471,100000000000000000000000000000000000000000000000000000000470,79,52
472,100000000000000000000000000000000000000000000000000000000471,261,244
473,100000000000000000000000000000000000000000000000000000000472,233,355
474,100000000000000000000000000000000000000000000000000000000473,933,800
475,100000000000000000000000000000000000000000000000000000000474,390,941
476,100000000000000000000000000000000000000000000000000000000475,948,509
477,100000000000000000000000000000000000000000000000000000000476,606,719
478,100000000000000000000000000000000000000000000000000000000477,276,393
479,100000000000000000000000000000000000000000000000000000000478,931,126
480,100000000000000000000000000000000000000000000000000000000479,632,75
481,100000000000000000000000000000000000000000000000000000000480,745,802
482,100000000000000000000000000000000000000000000000000000000481,874,32
483,100000000000000000000000000000000000000000000000000000000482,121,131
484,100000000000000000000000000000000000000000000000000000000483,18,356
485,100000000000000000000000000000000000000000000000000000000484,646,808
486,100000000000000000000000000000000000000000000000000000000485,41,927
487,100000000000000000000000000000000000000000000000000000000486,708,539
488,100000000000000000000000000000000000000000000000000000000487,92,657
489,100000000000000000000000000000000000000000000000000000000488,841,454
490,100000000000000000000000000000000000000000000000000000000489,437,597
491,100000000000000000000000000000000000000000000000000000000490,797,270
492,100000000000000000000000000000000000000000000000000000000491,594,926
493,100000000000000000000000000000000000000000000000000000000492,314,141
494,100000000000000000000000000000000000000000000000000000000493,982,113
495,100000000000000000000000000000000000000000000000000000000494,454,728
496,100000000000000000000000000000000000000000000000000000000495,235,149
497,100000000000000000000000000000000000000000000000000000000496,485,634
498,100000000000000000000000000000000000000000000000000000000497,855,688
499,100000000000000000000000000000000000000000000000000000000498,588,103
500,100000000000000000000000000000000000000000000000000000000499,244,215
501,100000000000000000000000000000000000000000000000000000000500,832,2
502,100000000000000000000000000000000000000000000000000000000501,155,2
503,100000000000000000000000000000000000000000000000000000000502,522,942
504,100000000000000000000000000000000000000000000000000000000503,600,273
505,100000000000000000000000000000000000000000000000000000000504,644,654
506,100000000000000000000000000000000000000000000000000000000505,11,588
507,100000000000000000000000000000000000000000000000000000000506,672,202
508,100000000000000000000000000000000000000000000000000000000507,351,890
509,100000000000000000000000000000000000000000000000000000000508,295,388
510,100000000000000000000000000000000000000000000000000000000509,116,158
511,100000000000000000000000000000000000000000000000000000000510,422,949
512,100000000000000000000000000000000000000000000000000000000511,142,446
513,100000000000000000000000000000000000000000000000000000000512,9,219
514,100000000000000000000000000000000000000000000000000000000513,968,591
515,100000000000000000000000000000000000000000000000000000000514,23,603
516,100000000000000000000000000000000000000000000000000000000515,100,330
517,100000000000000000000000000000000000000000000000000000000516,37,216
